Actual,Predicted
15.51172,15.509177211633009
15.44098,15.409245000285615
15.47445,15.478978398649799
13.94953,13.92241894289422
15.94221,15.957881783497244
11.30651,11.299535486646176
16.20751,16.182816230094495
12.5887,12.59689622111178
16.27282,16.269057692163173
13.87225,13.8679043448711
14.866,14.849561168177202
14.63525,14.629840455477476
16.2886,16.274445266749762
15.46492,15.493110813361577
15.75091,15.738624527244681
13.53347,13.598569842653866
15.68751,15.682862638695035
14.84015,14.816956639717349
10.54378,10.54793949102293
13.92831,13.917749550605413
16.61541,16.62983738466069
14.01946,14.034838717957157
13.26082,13.263365362708775
13.21129,13.282684427499271
14.79389,14.794770354187726
14.62845,14.561318356398738
15.62275,15.603699668266776
13.11578,13.105497331929607
14.40477,14.384855245132158
12.75551,12.722371424292138
16.72317,16.773396162588618
14.71798,14.721925715121268
11.38651,11.371972317342955
16.45486,16.45537601849293
13.8249,13.847547780468338
15.53894,15.555746909633962
15.84044,15.882901927061178
14.23579,14.254402603788552
14.17266,14.171079128823829
12.3721,12.38853873914029
13.18762,13.191104422893636
13.6464,13.582866192833743
11.85128,11.896226916561613
13.20286,13.214323462980396
14.54627,14.558076281690386
14.20749,14.210094986582483
14.58573,14.57542012679372
14.65376,14.649354250558162
14.72342,14.703225349707957
13.89266,13.862646859891221
14.64042,14.6234835230892
13.76395,13.774346608550282
13.68449,13.659181340829255
14.02953,14.00122849404309
14.22545,14.246911824885991
13.4581,13.463787020034388
14.25974,14.294473518102636
15.39961,15.36083349168304
14.85267,14.88692239457548
15.12397,15.24122360956988
12.49455,12.496271904567742
13.74735,13.750675163608285
11.77971,11.774784938245539
14.12396,14.106736904467443
15.70955,15.737886536429443
11.77264,11.726105746731031
16.41214,16.412877731041828
16.01949,16.009624015012747
14.68478,14.688322910868127
15.96914,15.945840498375455
13.67633,13.689551092868214
14.26083,14.257064154861773
11.56692,11.53742835278431
14.65974,14.656416422136534
13.54,13.570373797636105
13.97647,13.98814660089373
14.88369,14.895736427664664
13.61864,13.645203690255057
14.25675,14.240536471846585
13.65728,13.660457912398998
14.6377,14.644740156726085
14.44124,14.45437047882442
15.45349,15.457511006711831
12.94326,12.904471421226342
14.35362,14.354560580686528
14.77104,14.748748270951983
15.12968,15.104431136345216
13.40422,13.38230393468223
14.55988,14.522135842671572
15.34356,15.35674755505727
15.19281,15.144097732721766
12.77564,12.783716983606384
14.76451,14.780103903947422
17.5629,17.436786398783926
14.70219,14.711471844973152
14.00776,14.03078720183226
17.00072,16.987411150229406
16.40561,16.345618495986553
15.70248,15.645552857019256
15.72397,15.731002004408708
14.46518,14.444961110264613
17.08018,17.05385990895152
14.31634,14.294801751880843
11.23277,11.214474651368922
14.6407,14.611812579395133
13.96667,13.941488529575864
13.82599,13.81799937367296
14.79417,14.791928179117237
16.88915,16.893399609857152
14.97648,14.972612403880424
13.52477,13.46038762098612
12.59714,12.576370157521412
11.94815,11.923496724674878
15.35689,15.37897518715801
13.6747,13.664903537766481
11.77264,11.759672080375983
14.7626,14.698415689353075
14.42001,14.420182386934453
15.52587,15.523360584123562
14.76151,14.737951345756125
12.01972,12.034152113796667
15.05458,15.04954130569652
12.36367,12.36460891781308
15.51064,15.533216860339504
16.14711,16.100550387422206
15.5139,15.513169080750533
11.91223,11.949589259249215
14.0298,14.03866046188088
10.53997,10.55598116608274
13.46191,13.437357087425022
16.04969,16.070481462959552
14.26899,14.269551555948246
11.36583,11.47877478276612
12.70054,12.76024467738562
14.95689,14.955874020437768
16.33105,16.29009881493853
15.69975,15.69816844403395
15.9988,15.99167771814121
11.83795,11.847123703924149
13.52232,13.493672474717227
15.2173,15.3895551963237
15.70465,15.715432518517794
14.91172,14.913541411316752
13.17565,13.165453488032153
12.66816,12.693120336719883
14.09566,14.094641267421949
15.66737,15.671324136483184
11.83713,11.84607816025531
13.71824,13.692436976084018
17.32072,17.2743321934101
14.2494,14.26316354652239
17.35936,17.363599785572855
14.91988,14.876369368640326
13.39279,13.358577519559713
14.69321,14.629359956776565
16.96398,16.975009226901967
12.54244,12.584779873323136
14.0611,14.083712127793888
13.37075,13.358414245652806
15.40968,15.451099012581807
11.60148,11.581486430472918
12.24067,12.231864956492384
12.04012,12.012624218979086
16.12017,16.095421915559314
12.57618,12.573992650150272
16.37459,16.355386450780006
16.54412,16.54032876330665
11.84175,11.910098470360282
14.44913,14.468173053711332
13.67715,13.660215122964125
12.03931,12.045283650018535
13.72205,13.784301557665254
9.50785,9.516916422137353
13.2864,13.292525559102073
15.74411,15.758998493452246
14.1343,14.16208014890377
13.26354,13.252493884701803
13.86409,13.887537183782305
12.9653,13.005749878566295
16.2886,16.279402470249703
14.03606,14.019987330289203
14.28396,14.288550567248938
12.19305,12.215837927261832
11.86407,11.849323335103241
14.72886,14.808599657383569
15.47445,15.47634522365592
15.16261,15.186814695008032
12.18462,12.173496535944306
15.71091,15.715151522796122
12.7321,12.744559363344141
17.32127,17.29089760738819
13.20639,13.152822341942503
13.58708,13.545262277826344
14.8192,14.815007689070246
13.38163,13.382135882592772
13.11088,13.102403478943556
12.50571,12.451934859882117
13.27606,13.290817971181623
11.08746,11.100612422588659
15.60397,15.552299658690021
11.02324,10.995116880236253
16.10602,16.089874681155024
15.68043,15.65110269700002
12.48013,12.473504735562264
15.10192,15.104072139882728
14.34899,14.361559012555626
15.40506,15.407814030271366
14.65185,14.651889698895797
13.66953,13.686586705276131
13.59905,13.620908257063851
15.90003,15.893195160362612
12.56693,12.576433590426646
12.04883,12.04010998527364
15.31009,15.322452943191845
14.09375,14.088879265458804
13.13429,13.084612914521486
14.08559,14.003062270524067
14.32505,14.320692394249122
16.05051,16.049532296383344
14.09157,14.07453142077551
15.69404,15.642038441571511
14.0211,14.046580295134968
13.80858,13.798589687052594
13.58028,13.568955256589348
12.24366,12.258124043260795
16.05812,16.108911890764972
15.42873,15.434997336852284
15.96887,15.969052777980535
14.1177,14.128833899596023
13.39116,13.413359417467811
16.07227,16.071562064911554
12.42489,12.487959685817373
15.18193,15.168100178416347
12.054,12.06222181369759
15.55173,15.615067681018303
12.09972,12.16177770518159
10.99304,11.031744682244167
13.76177,13.768209280756018
15.79853,15.7786757859369
17.14467,17.161707387761737
17.37868,17.339813150857
15.87962,15.8329348954657
15.65213,15.678167947430055
12.98326,13.011981095235257
15.3422,15.32691467581036
15.82928,15.824823899668122
15.90302,15.897304798534247
15.27172,15.29951811882948
13.32422,13.313814352475775
11.59277,11.615665753480602
14.3645,14.347500693305914
12.64584,12.69595786382642
14.13729,14.128199965226404
14.29566,14.310641405680046
11.85427,11.839615158933755
13.63171,13.63994310109765
14.21593,14.237379014810136
14.66763,14.644024493297001
15.81676,15.865004177245817
12.91986,12.9044965451543
14.82247,14.836205857759632
14.31525,14.301309882852783
13.17673,13.195047553868001
15.30601,15.3083016032321
14.52342,14.53402174846446
14.11688,14.108460250766568
13.95552,13.909117875336053
14.20586,14.21725029324117
13.98436,13.970954844654976
13.27551,13.317740330382822
11.81808,11.835755845841451
16.96807,16.97277977068438
12.47169,12.492248926004692
13.56694,13.57290681100244
13.19252,13.1971812050173
12.73619,12.773392375319878
14.12722,14.147405511830712
13.35089,13.337442567407031
15.6622,15.544773457693353
12.62952,12.634750625943228
16.69024,16.698942295356638
12.19795,12.18220615961128
13.21184,13.1768221097666
14.12042,14.119160679711669
12.47578,12.47507327294764
14.6758,14.69004023144758
13.57402,13.561433117883038
12.64149,12.624630934628538
14.56668,14.560338318621522
14.9841,15.039501006964127
12.82353,12.8358011652155
14.89893,14.941585554471407
13.65184,13.624393850086083
14.77811,14.788980548043927
14.48341,14.49624935045651
14.07035,14.087161318092832
16.8633,16.883795156103666
13.16694,13.099455136944147
15.69431,15.694722072104613
16.07663,16.075398678094448
13.87144,13.891393973202439
14.00287,13.98759596020978
15.05104,15.10608070789185
13.93511,13.960265816578339
13.53456,13.440988042860795
14.80587,14.748866135561075
12.90054,12.84942888961918
15.87037,15.817268547725176
15.37295,15.365339607045433
14.84505,14.862392167704726
15.47281,15.444306900385117
14.2026,14.194388377402758
14.48831,14.50277407172157
17.22358,17.173025883851803
15.37349,15.420830438980824
13.54245,13.539580451907643
15.77431,15.769077215955484
13.02245,13.017217453996214
13.58109,13.60727197575822
13.34953,13.35068030313472
11.83386,11.913775689172695
15.2573,15.236141056589167
14.70845,14.746869005884967
11.78869,11.729808090148826
16.1433,16.06073046749491
10.68501,10.667132324268074
15.36478,15.374928032047531
16.77732,16.810967194557065
13.03061,13.017210310095319
16.30248,16.31036057759043
13.99089,14.043145096253221
13.2698,13.299608954973149
12.68367,12.739260090751184
14.08749,14.140507448615649
11.92502,11.924695873953807
16.435,16.39660334721051
15.48016,15.444783522241325
15.82329,15.802741585967464
11.56638,11.589010766672983
16.17459,16.16002502028574
11.72556,11.712664185390306
16.08261,16.04126802562672
13.97593,13.981917635698752
10.8529,10.844343097511105
14.64641,14.637663910287623
13.21946,13.25021974751767
13.70817,13.677137881552905
14.15334,14.156885062763953
15.96289,15.953492666080441
12.86979,12.918163051350438
17.38739,17.38859757069141
12.78244,12.765860133271786
15.95472,15.993607160903553
16.18547,16.185317284505885
16.14955,16.170700924016227
14.5928,14.604208702436818
14.58872,14.579560055366827
15.77105,15.767252661471225
14.0562,14.07945035461795
14.46682,14.4524278688953
14.86736,14.865092373220682
12.43142,12.409620590033107
16.82412,16.786388844673326
16.69514,16.713184406093394
15.09403,15.080593335755282
14.16994,14.167472011396999
12.54979,12.54800928988773
12.57156,12.614074113959818
12.68312,12.683763187799588
13.12912,13.130915698874134
14.20396,14.238614896974815
14.58165,14.51837024950657
14.21511,14.273993390260385
13.07333,13.073700124580279
14.34518,14.372367768955112
10.64446,10.660040632010519
11.35903,11.383913458904281
15.42111,15.410019356392603
11.2295,11.24753718543499
14.93185,14.94072809162265
11.93781,11.950924476974354
10.86406,10.915487523189942
14.27471,14.26345472156704
17.4829,17.455940042160893
14.77784,14.73969981826648
15.14846,15.158621607701303
13.75443,13.72010182125361
