idx,smiles,homolumogap
31505,O=C1C=CC2CC12,12.85401
16632,CCC1CNC(=N)O1,15.56642
10340,C=CC1(NC)CC1C,14.07389
37369,CCNN=C(C)CO,13.89021
1231,C=C1C=CCC(=N)N1,11.79114
23857,C=C(C=COC)OC,12.65972
14818,C1=Cc2cnnn2C1,11.81346
26627,C=C1CCC=CC1C,14.40505
19509,C#CC(=O)NOCC,14.48423
9853,CC1NC(=S)N2CC12,12.03033
20436,COC=C(C)CCO,14.07878
1861,C=CC(=O)NC(C)=N,13.05238
3490,C=CC1OC2CC1C2,14.87226
8417,C#CC(=NOC)OC,13.34953
32229,C=C1C=CC(NC)C1,12.18162
2633,C#CC(CN)C(=O)O,15.4124
21243,C=CC1OC=CO1,13.19143
39757,CNc1co[nH]c1=O,12.38571
26528,N=C1C=CC(C=O)=N1,11.30733
17154,C=C1C=CCN1C=N,11.60719
29889,N=C1NCC2OCC12,14.91253
19819,CC(C=O)=C(C)CO,12.31414
42620,CC1=CCC(C=O)=C1,11.10515
30300,NC1=CS(=O)(=O)NC1,13.90844
4466,CCC(C)=CC#N,13.19088
18157,CC1C=CCCO1,14.57457
5105,O=CN1CC(=O)C1,14.15606
4076,C=NNC(C#N)CC,14.36641
33168,CCN(C)C=N,14.86764
35927,CCC=CC(=O)NO,13.32259
5107,CNN=CC1CCN1,13.9928
20441,CC=C1CC2OC2C1,14.1343
18077,CN1CC(N)S1(=O)=O,16.02329
23518,CC1C(C)N1C(N)=S,12.26298
19651,C=CC(C)=CCC,12.10325
4779,ON1C=NOCCC1,14.76151
26105,C#CCC(=NO)NO,14.46763
21135,C=CC(N)=CC=NO,10.86161
5395,CCC(CN)=C(C)C,13.85266
41595,CCC(C=O)=NOC,13.06979
19800,O=c1ncc(O)c[nH]1,11.21399
12042,COC(C#N)=CN,12.38707
16198,C=CC1CC1C=NO,13.51062
23374,CC1C=CCN1C=O,14.26545
21481,CC1=CNC(=N)C1=N,11.05236
7857,O=CC1=NC=CC1=O,10.648
14158,CC#CC(N)CC,15.31934
8701,CCC1CN1CC=O,14.61348
44309,C#CC(=O)CC#CC,13.04639
15632,CC1=NOCC(=O)N1,14.28396
44580,CCC(=N)NCCO,14.79471
38819,CC(C)(O)C(=N)N,15.40914
14052,Cc1csn(C)c1=N,11.39876
30429,N#CC(CO)N1CC1,16.16833
38994,CC1C2C(=O)C=CN12,12.50843
8380,CC(C)=CC(O)C#N,13.76041
43303,O=CC1=CNN=CO1,11.06896
8257,CC#CC1(N)CNC1,15.50519
41004,C=CCC1C(C)C1O,14.76206
30708,CC1=CC(=O)CCC1,13.04286
27945,C=CC(N)CC(C)N,14.81974
26646,C#CC(=C)C1CC1,12.82027
39446,CC1C=CC2CCC12,14.26164
43817,C=CC1(C=C)CCC1,13.96205
45918,CON=c1cc[nH]o1,12.06788
12773,CC12C=CCC1CO2,14.61049
14385,C=CCCCC(=C)C,14.53294
8746,CC12C=CC(O)C1O2,14.10083
10652,O=C1C=CC(=O)N1,13.00449
32685,C=CC12CNCC1N2,13.92042
39563,CC1CC(=O)CCN1,14.5245
16464,C=C1CC(=O)NC1=N,12.95524
43122,N#Cc1cnoc1,13.5049
9159,C1=CC2NC1C1CC21,13.89266
34894,C=C1CC=C(C=O)C1,12.23985
19787,C=C(C)C1CC1O,14.43171
43699,C#CC(C)(C#C)CN,15.53921
4012,C#CC1CCC1C,15.83336
3794,CN1CCC(=O)N1,14.55879
38397,CC1NC2C=CC1C2,14.0464
24850,CCOC(C)=NO,15.4241
46010,CCCNN(C)C=N,14.97947
45150,C=NOC(=O)C(C)N,14.57729
13091,C#CC1CC(CC)C1,15.81703
45635,N#Cc1oncc1N,12.00802
2813,CC=C(C)OCCN,14.49484
332,CN1CC=CC1CO,14.26464
27969,CC(=N)N1CC1C=O,14.30573
41318,CC#Cc1ncco1,12.30434
7234,NC1C2C=CC(O)C12,13.63443
24711,N=c1cncccn1,11.90298
31269,CCCC=C(C)C#N,13.32612
16578,CC#CC(C#N)NC,15.2173
